Episode,Time steps,Episode Rewards,Average Rewards,Epsilon,Elapsed,Total Elapsed
77,99,87.497358348654,0.8838117004914546,0.0,6.650203466415405,186.43792939186096
78,78,69.10820336808077,0.8860026072830868,0.0,5.118509292602539,191.5564386844635
79,99,87.75892767341809,0.886453814883011,0.0,6.082749843597412,197.6391885280609
80,10,7.907371682340491,0.7907371682340492,0.0,0.6804397106170654,198.31962823867798
81,9,6.910005818111446,0.7677784242346051,0.0,0.6246767044067383,198.94430494308472
82,29,25.930523616271703,0.8941559867679898,0.0,1.935534954071045,200.87983989715576
83,11,9.993815881041359,0.9085287164583054,0.0,0.7362632751464844,201.61610317230225
84,99,87.42625143403613,0.8830934488286478,0.0,6.687204360961914,208.30330753326416
85,19,16.38975758993576,0.8626188205229347,0.0,1.1901402473449707,209.49344778060913
86,9,8.42697435648702,0.9363304840541135,0.0,0.5762267112731934,210.06967449188232
87,9,6.714285714285714,0.746031746031746,0.0,0.6119284629821777,210.6816029548645
88,66,57.642303638934166,0.8733682369535479,0.0,4.473309516906738,215.15491247177124
89,43,37.62607601416363,0.8750250235852007,0.0,2.712205648422241,217.86711812019348
90,96,83.62064933506403,0.8710484305735836,0.0,6.690691709518433,224.5578098297119
91,9,6.8561862986630615,0.761798477629229,0.0,0.5883972644805908,225.1462070941925
92,47,40.48604624366728,0.8614052392269634,0.0,2.937103748321533,228.0843107700348
93,60,52.48440491607578,0.8747400819345964,0.0,3.703801155090332,231.78811192512512
94,34,28.92329470316082,0.8506851383282594,0.0,2.379084587097168,234.1671965122223
95,43,38.39465969458412,0.892899062664747,0.0,2.8695175647735596,237.0377161502838
96,99,87.10843384715822,0.8798831701733154,0.0,6.200862169265747,243.23857831954956
97,9,6.919101721120697,0.7687890801245219,0.0,0.6093642711639404,243.8479425907135
98,11,8.61220460873207,0.7829276917029154,0.0,0.7510554790496826,244.59899806976318
99,99,86.87582293207817,0.8775335649704865,0.0,6.657543659210205,251.2565417289734
100,18,15.817232807198065,0.878735155955448,0.0,1.1561908721923828,252.41273260116577
101,18,16.34457488839988,0.9080319382444377,0.0,1.197094202041626,253.6098268032074
102,35,31.362619143397986,0.8960748326685138,0.0,2.4666271209716797,256.0884563922882
103,82,71.34521205788243,0.8700635616814931,0.0,5.118596076965332,261.20705246925354
104,99,86.688185301257,0.8756382353662323,0.0,6.673644065856934,267.8806965351105
105,14,11.054541475572634,0.7896101053980453,0.0,0.8749585151672363,268.7556550502777
106,15,12.480625389146255,0.8320416926097504,0.0,0.9668974876403809,269.7225525379181
107,16,13.15708271716915,0.8223176698230719,0.0,1.033324956893921,270.755877494812
108,98,86.1184040560853,0.8787592250620948,0.0,6.671391725540161,277.4272692203522
109,14,11.465655527308797,0.8189753948077713,0.0,0.968059778213501,278.3953289985657
110,13,10.819802159194023,0.8322924737841556,0.0,0.8427414894104004,279.2380704879761
111,61,54.090423957165676,0.88672826159288,0.0,4.1205339431762695,283.35860443115234
112,99,87.2092946613025,0.8809019662757828,0.0,6.161822080612183,289.5204265117645
113,13,11.213279245268284,0.8625599419437141,0.0,0.8154559135437012,290.3358824253082
114,99,87.76500583563184,0.8865152104609276,0.0,6.754811763763428,297.09069418907166
115,7,5.723972661649455,0.8177103802356365,0.0,0.4787731170654297,297.5704674720764
116,53,46.31382422241546,0.8738457400455748,0.0,3.5370168685913086,301.1074843406677
117,14,11.422746159235666,0.8159104399454048,0.0,0.9531540870666504,302.0606384277344
118,59,51.04007003611934,0.865085932815582,0.0,3.663513660430908,305.7241520881653
119,9,7.075595112703735,0.7861772347448595,0.0,0.6099183559417725,306.33407044410706
120,4,2.84140805036806,0.710352012592015,0.0,0.29217028617858887,306.62624073028564
121,84,75.2977349834841,0.8964016069462394,0.0,5.363852024078369,311.990092754364
122,26,22.046687559825436,0.8479495215317475,0.0,1.7180793285369873,313.708172082901
123,99,86.89256656291688,0.877702692554716,0.0,6.125019311904907,319.8331913948059
124,99,87.27439818700974,0.881559577646563,0.0,6.159441232681274,325.9926326274872
125,99,87.79209113074586,0.8867887993004633,0.0,6.496432304382324,332.4890649318695
126,13,10.675358989049274,0.821181460696098,0.0,0.8888134956359863,333.3778784275055
127,22,20.046462276022336,0.911202830728288,0.0,1.5375006198883057,334.9153790473938
128,10,8.093618631636229,0.8093618631636229,0.0,0.6562201976776123,335.5715992450714
129,60,52.35542215518535,0.8725903692530892,0.0,4.166993856430054,339.73859310150146
130,99,87.82847930016224,0.8871563565672954,0.0,6.954205751419067,346.69279885292053
131,56,49.13259831413064,0.8773678270380472,0.0,3.705112934112549,350.3979117870331
132,99,87.80189205372982,0.8868877985225234,0.0,6.919085502624512,357.3169972896576
133,9,7.1047721228034515,0.789419124755939,0.0,0.5782160758972168,357.8952133655548
134,55,48.56035643828106,0.8829155716051102,0.0,3.3275604248046875,361.2227737903595
135,9,7.350844555604566,0.8167605061782851,0.0,0.6541779041290283,361.8779528141022
136,99,86.28556419198037,0.8715713554745492,0.0,6.226790189743042,368.1057574748993
137,50,44.67306936174852,0.8934613872349704,0.0,3.325768232345581,371.43252444267273
138,38,33.64831920919524,0.8854820844525064,0.0,2.4304606914520264,373.86298513412476
139,99,87.96121460953086,0.8884971172679884,0.0,6.859247922897339,380.7222330570221
140,9,6.8939513828569545,0.7659945980952172,0.0,0.6697132587432861,381.3919463157654
141,11,9.15098523713933,0.8319077488308483,0.0,0.7612075805664062,382.1531538963318
142,44,38.934733397102136,0.884880304479594,0.0,3.1146931648254395,385.268846988678
143,12,9.963947456112718,0.8303289546760598,0.0,0.7820110321044922,386.05085802078247
144,55,49.66954683874575,0.9030826697953773,0.0,3.3528242111206055,389.4036822319031
145,77,66.89461591497982,0.8687612456490886,0.0,5.040558576583862,394.44424080848694
146,14,11.207410400915848,0.800529314351132,0.0,0.9971013069152832,395.4413421154022
147,16,13.401398308090391,0.8375873942556494,0.0,1.096238136291504,396.5375802516937
148,52,44.761479922953804,0.8607976908260346,0.0,3.4974372386932373,400.03501749038696
149,99,87.6719179145872,0.8855749284301737,0.0,6.271056890487671,406.30607438087463
150,17,14.72231980470783,0.866018812041637,0.0,1.1613459587097168,407.46742033958435
151,99,88.10329012754556,0.8899322235105612,0.0,6.744396209716797,414.21181654930115
152,87,77.43482063551224,0.890055409603589,0.0,5.775537967681885,419.98835468292236
153,58,52.31991826304649,0.9020675562594223,0.0,3.5838398933410645,423.5721945762634
154,99,86.77051233296704,0.8764698215451217,0.0,6.336846590042114,429.90904116630554
155,14,11.261779823803078,0.8044128445573627,0.0,0.9531052112579346,430.87777757644653
156,78,68.8744030433907,0.8830051672229577,0.0,5.280383586883545,436.1737952232361
157,99,88.07218151584074,0.8896179951095025,0.0,6.608867645263672,442.7836630344391
158,99,86.64833817042111,0.8752357390951627,0.0,6.583876132965088,449.3675391674042
159,61,53.95276413236654,0.8844715431535498,0.0,4.2154481410980225,453.5829873085022
160,81,70.65662802487782,0.8723040496898496,0.0,5.300732612609863,458.88371992111206
161,9,7.037880412542966,0.781986712504774,0.0,0.6715455055236816,459.55526542663574
162,9,7.339295095967545,0.8154772328852827,0.0,0.5661420822143555,460.1214075088501
163,96,85.80566028508122,0.8938089613029293,0.0,5.876938343048096,466.0139694213867
164,92,82.19527532152217,0.8934269056687193,0.0,5.657241106033325,471.67121052742004
165,59,50.50074718844919,0.8559448676008338,0.0,4.004528760910034,475.6767382621765
166,76,66.02444670878023,0.8687427198523715,0.0,5.1853368282318115,480.8620750904083
167,71,62.258830623403746,0.8768849383577992,0.0,4.755779266357422,485.61785435676575
168,19,16.826151106969743,0.8855869003668285,0.0,1.2193646430969238,486.83721899986267
169,99,86.53881442064599,0.8741294385923838,0.0,5.929916143417358,492.768137216568
170,40,34.813193423648904,0.8703298355912226,0.0,2.572139263153076,495.34027647972107
171,32,28.769698191072763,0.8990530684710238,0.0,1.9284217357635498,497.2686982154846
172,56,48.25867966555862,0.8617621368849753,0.0,3.716837167739868,500.9855353832245
173,14,11.459154947879,0.8185110677056429,0.0,0.8940355777740479,501.87957096099854
174,31,27.382128001059396,0.8832944516470773,0.0,2.1161696910858154,503.99574065208435
175,99,86.82088831219961,0.8769786698201981,0.0,6.569932460784912,510.56567311286926
176,99,86.13555512673213,0.8700561123912336,0.0,6.265714645385742,516.831387758255
177,11,8.878030246540115,0.8070936587763741,0.0,0.7601380348205566,517.5915257930756
178,99,87.45429062966251,0.883376673026894,0.0,6.459973573684692,524.0514993667603
179,99,87.26724958659373,0.8814873695615528,0.0,6.490982294082642,530.5424816608429
180,99,86.38160995337898,0.8725415146805958,0.0,5.883671760559082,536.426153421402
181,99,86.43705961696851,0.8731016122926112,0.0,6.469691276550293,542.8958446979523
182,99,86.60353404535736,0.8747831721753269,0.0,6.716052293777466,549.6118969917297
183,99,86.80928017049496,0.8768614158635855,0.0,5.8647143840789795,555.4766113758087
184,17,13.900431284841432,0.8176724285200843,0.0,1.0332903861999512,556.5099017620087
185,14,11.285714285714286,0.8061224489795918,0.0,0.8799362182617188,557.3898379802704
186,9,6.909970797789287,0.7677745330876985,0.0,0.5787332057952881,557.9685711860657
187,99,85.83853576400038,0.8670559168080847,0.0,6.305917739868164,564.2744889259338
188,14,11.232987167614292,0.8023562262581637,0.0,0.9013888835906982,565.1758778095245
189,98,85.77688118921601,0.875274297849143,0.0,6.641923427581787,571.8334271907806
190,99,86.35160025104473,0.8722383863741892,0.0,6.64084267616272,578.4742698669434
191,99,86.38906223081864,0.8726167902102893,0.0,6.169574737548828,584.6438446044922
192,14,11.804568866138727,0.8431834904384805,0.0,0.9908366203308105,585.634681224823
193,14,11.82978147016168,0.8449843907258343,0.0,0.9372115135192871,586.5718927383423
194,99,87.19121138186016,0.8807193068874763,0.0,6.883243560791016,593.4551362991333
195,99,86.67454235470329,0.8755004278252858,0.0,6.707568645477295,600.1627049446106
196,99,86.21082290279706,0.8708163929575461,0.0,6.6249048709869385,606.7886092662811
197,99,86.11250147098747,0.8698232471816916,0.0,6.451918601989746,613.2405278682709
198,99,85.51594763010908,0.8637974508091827,0.0,6.668977499008179,619.909505367279
199,10,8.082161121876167,0.8082161121876167,0.0,0.6891770362854004,620.5986824035645
200,99,85.97584542912516,0.8684428831224763,0.0,6.742434978485107,627.3411173820496
201,14,11.071428571428573,0.7908163265306124,0.0,0.8852643966674805,628.226381778717
202,94,81.37996691551258,0.8657443288884318,0.0,6.304661989212036,634.5540218353271
203,99,86.50548408444395,0.8737927685297369,0.0,5.93731427192688,640.491336107254
204,99,85.64668717344648,0.8651180522570352,0.0,5.997013807296753,646.4883499145508
205,10,7.928571428571429,0.7928571428571429,0.0,0.6603240966796875,647.1486740112305
206,83,73.17095247023475,0.881577740605238,0.0,5.076486349105835,652.2261629104614
207,99,87.9922824200492,0.8888109335358504,0.0,6.594806909561157,658.8209698200226
208,99,85.84100661142965,0.8670808748629257,0.0,6.101604223251343,664.9225740432739
209,99,85.88632758090503,0.8675386624333842,0.0,6.46634316444397,671.3899171352386
210,99,87.06807826341841,0.8794755380143274,0.0,6.32245135307312,677.7123684883118
211,99,87.6221660937352,0.8850723847852041,0.0,6.467728137969971,684.1800966262817
212,99,86.17035593796876,0.8704076357370583,0.0,6.338828086853027,690.5189247131348
213,99,86.75764674362605,0.8763398660972329,0.0,5.944323301315308,696.4632480144501
214,93,80.83533078917668,0.8691971052599643,0.0,5.566396951675415,702.0296449661255
215,55,48.78534194533455,0.887006217187901,0.0,3.44941782951355,705.479062795639
216,99,86.05905072802967,0.8692833406871684,0.0,6.718264579772949,712.197327375412
217,7,5.531757151601887,0.7902510216574125,0.0,0.49145054817199707,712.688777923584
218,99,87.89066944073048,0.8877845398053583,0.0,5.899576902389526,718.5893535614014
219,59,52.0180708818583,0.8816622183365813,0.0,3.9208309650421143,722.5101845264435
220,99,88.60960315538996,0.8950464965190905,0.0,6.6411662101745605,729.151350736618
221,99,87.37265173072393,0.8825520376840801,0.0,6.726016283035278,735.8783683776855
222,21,17.952899919251134,0.8548999961548159,0.0,1.4281446933746338,737.3065130710602
223,99,85.85471834207151,0.8672193771926415,0.0,6.391168594360352,743.6976816654205
224,80,69.23677393738161,0.8654596742172702,0.0,5.31228494644165,749.0255923271179
225,99,87.11552067171537,0.8799547542597512,0.0,6.37523889541626,755.4008312225342
226,13,10.25735255044111,0.7890271192647008,0.0,0.9210770130157471,756.3219082355499
227,98,85.6902883655716,0.8743906976078735,0.0,5.987053394317627,762.323136806488
228,99,86.78958856468763,0.8766625107544206,0.0,6.905300617218018,769.228437423706
229,99,85.82935619247897,0.8669631938634239,0.0,6.126037359237671,775.3544747829437
230,99,86.56957355150969,0.8744401368839363,0.0,6.358651876449585,781.7131266593933
231,99,86.96486717262783,0.8784330017437155,0.0,6.765960216522217,788.4790868759155
232,52,46.4425814318056,0.8931265659962615,0.0,3.5157148838043213,791.9948017597198
233,99,87.47330922035022,0.8835687800035376,0.0,5.908341407775879,797.9031431674957
234,77,67.41588580362279,0.8755309844626336,0.0,4.862807273864746,802.7659504413605
235,14,11.443620387787158,0.8174014562705113,0.0,0.8935203552246094,803.6594707965851
236,99,87.41739768517657,0.8830040170219855,0.0,6.519416809082031,810.1798875331879
237,9,7.081382502830942,0.7868202780923269,0.0,0.5813808441162109,810.7622680664062
238,99,87.61505796856984,0.8850005855411095,0.0,6.417218446731567,817.1794865131378
239,99,85.4038904996375,0.862665560602399,0.0,6.344638109207153,823.524124622345
240,9,6.714285714285714,0.746031746031746,0.0,0.5809803009033203,824.1051049232483
241,99,86.00011037599666,0.8686879835959258,0.0,6.398962736129761,830.504067659378
242,10,7.900090571796983,0.7900090571796983,0.0,0.6942296028137207,831.1982972621918
243,97,85.55231413649186,0.8819826199638336,0.0,6.172268629074097,837.3705658912659
244,14,11.240699000849125,0.8029070714892231,0.0,0.9568328857421875,838.327398777008
245,99,86.60601401361178,0.874808222359715,0.0,6.576560974121094,844.9039597511292
246,28,24.468379022014766,0.8738706793576702,0.0,1.8064427375793457,846.7104024887085
247,72,61.84214094382979,0.8589186242198582,0.0,4.302716255187988,851.0141191482544
248,15,12.402081177501325,0.8268054118334216,0.0,1.016963243484497,852.0310823917389
249,99,86.62755699715153,0.8750258282540558,0.0,6.730938911437988,858.7620213031769
250,14,11.26324622666085,0.8045175876186322,0.0,0.9203882217407227,859.6824095249176
251,99,86.62885972498958,0.8750389871211068,0.0,5.999440431594849,865.6818499565125
252,19,16.242042578432258,0.8548443462332768,0.0,1.170442819595337,866.8522927761078
253,99,86.5595284211771,0.8743386709209808,0.0,6.307148694992065,873.1604435443878
254,99,85.87753334347711,0.8674498317522941,0.0,6.333356857299805,879.4948003292084
255,99,86.29500916714295,0.8716667592640702,0.0,5.983082056045532,885.4778823852539
256,99,85.51215796461508,0.8637591713597483,0.0,6.460020065307617,891.9379024505615
257,99,87.89017450766309,0.8877795404814454,0.0,7.009387731552124,898.9629168510437
258,14,11.4636635227049,0.8188331087646358,0.0,0.9710900783538818,899.9340069293976
259,99,86.42245172048689,0.8729540577826959,0.0,6.358908414840698,906.2929153442383
260,99,86.55961654434677,0.8743395610540078,0.0,6.186822175979614,912.4797375202179
261,99,87.08244247714596,0.8796206310822824,0.0,6.428344964981079,918.908082485199
262,99,87.11373286154605,0.8799366955711723,0.0,6.2719316482543945,925.1800141334534
263,99,86.18386648329299,0.8705441058918484,0.0,6.656237840652466,931.8372521400452
264,99,86.13307414286807,0.8700310519481623,0.0,5.908686876296997,937.7459390163422
265,99,86.04082938941978,0.869099286761816,0.0,6.108931541442871,943.854870557785
266,31,26.30170884133679,0.8484422206882836,0.0,2.0371859073638916,945.8920564651489
267,9,6.694712350580199,0.7438569278422443,0.0,0.5822975635528564,946.4743540287018
268,9,6.901706085466129,0.7668562317184588,0.0,0.5809524059295654,947.0553064346313
269,99,86.42824705533674,0.8730125965185529,0.0,6.1680285930633545,953.2233350276947
270,6,4.6459544260502215,0.7743257376750369,0.0,0.37200140953063965,953.5963366031647
271,8,6.256583516723759,0.7820729395904699,0.0,0.5707211494445801,954.1670577526093
272,99,86.40224499977118,0.8727499494926382,0.0,6.139770030975342,960.3078293800354
273,99,87.71302943008443,0.8859901962634791,0.0,6.269546747207642,966.577376127243
274,15,12.13712511106736,0.8091416740711573,0.0,0.9873478412628174,967.5647239685059
275,9,7.133820324816694,0.7926467027574104,0.0,0.6307520866394043,968.1954760551453
276,76,67.23944969884046,0.8847296013005324,0.0,4.6523518562316895,972.8488278388977
277,43,37.22121999018186,0.8656097672135316,0.0,2.831634759902954,975.6804625988007
278,99,86.39085036303074,0.8726348521518256,0.0,6.175241470336914,981.8557040691376
279,95,82.45275640850218,0.867923751668444,0.0,6.078527927398682,987.9342319965363
280,99,86.92426651735484,0.8780228941146954,0.0,6.240878105163574,994.1751101016998
281,43,37.2150986993535,0.865467411612872,0.0,3.030625820159912,997.2067351341248
282,25,22.215387166420413,0.8886154866568166,0.0,1.6386158466339111,998.846352815628
283,99,86.41913643328354,0.872920570033167,0.0,6.757538557052612,1005.6195456981659
284,99,87.05355975959988,0.8793288864606048,0.0,6.763436794281006,1012.3829824924469
285,14,11.261497792218563,0.8043926994441831,0.0,0.9252166748046875,1013.3081991672516
286,23,20.155795011023365,0.876338913522755,0.0,1.532369613647461,1014.840568780899
287,99,87.4857207634533,0.8836941491257909,0.0,6.011044025421143,1020.8516128063202
288,99,87.16511635379109,0.8804557207453646,0.0,6.690802574157715,1027.542415380478
289,99,86.92174347704703,0.877997408859061,0.0,6.567272663116455,1034.1096880435944
290,99,86.40311406306479,0.8727587279097454,0.0,6.791898012161255,1040.9015860557556
291,9,6.903660759539328,0.767073417726592,0.0,0.6415691375732422,1041.5431551933289
292,76,66.0270707714113,0.868777246992254,0.0,5.231275796890259,1046.7744309902191
293,15,12.367369607168355,0.824491307144557,0.0,0.9688317775726318,1047.7432627677917
294,99,86.8860446767547,0.8776368149167141,0.0,6.110471248626709,1053.8537340164185
295,99,87.1754850826865,0.8805604553806717,0.0,6.3254053592681885,1060.194743156433
296,99,84.816823997855,0.8567355959379293,0.0,6.659249305725098,1066.8696463108063
297,9,6.923740894728103,0.7693045438586781,0.0,0.5453920364379883,1067.4306075572968
298,12,9.500000000000002,0.7916666666666669,0.0,0.7642736434936523,1068.1948812007904
299,99,85.7713510609617,0.8663772834440576,0.0,6.002120733261108,1074.1970019340515
300,99,86.60400979307889,0.8747879777078675,0.0,5.936307191848755,1080.1333091259003
301,99,86.86791026124209,0.8774536390024453,0.0,6.272312641143799,1086.405621767044
302,99,86.05986174718818,0.8692915327998806,0.0,6.495061874389648,1092.9461960792542
303,38,32.84214531757703,0.8642669820415008,0.0,2.5537641048431396,1095.4999601840973
304,99,87.75097470951847,0.886373481914328,0.0,6.335478782653809,1101.835438966751
305,99,85.90497630898263,0.8677270334240669,0.0,6.609636068344116,1108.4450750350952
306,99,86.43878394330815,0.8731190297303854,0.0,6.498868227005005,1114.9439432621002
307,99,87.58610278323549,0.8847081089215706,0.0,6.645816326141357,1121.5897595882416
308,99,87.18173642381807,0.8806236002405865,0.0,6.604148626327515,1128.193908214569
309,99,86.78525877222235,0.8766187754769934,0.0,6.188441276550293,1134.3823494911194
310,99,87.22835710991954,0.8810945162618136,0.0,6.056152820587158,1140.4385023117065
311,99,86.63595116979057,0.8751106178766724,0.0,6.352437973022461,1146.790940284729
312,99,86.51735734471974,0.8739127004517145,0.0,6.746289491653442,1153.5372297763824
313,11,9.00277790840104,0.8184343553091854,0.0,0.7679355144500732,1154.3051652908325
314,99,88.04749022197471,0.8893685881007547,0.0,6.236860036849976,1160.5420253276825
315,6,4.52347617926974,0.7539126965449566,0.0,0.41908860206604004,1160.9611139297485
316,13,10.977961484361927,0.8444585757201483,0.0,0.8582074642181396,1161.8193213939667
317,48,41.67214671601248,0.86816972325026,0.0,3.0792412757873535,1164.898562669754
318,99,86.88132787323981,0.8775891704367658,0.0,6.545951843261719,1171.4445145130157
319,99,86.95711775931767,0.8783547248415926,0.0,6.61203932762146,1178.0565538406372
320,99,87.89190620213333,0.8877970323447811,0.0,6.49040961265564,1184.5469634532928
321,14,11.441565560765564,0.817254682911826,0.0,0.9572405815124512,1185.5042040348053
322,99,86.91383767467954,0.8779175522694903,0.0,6.303413152694702,1191.8076171875
323,99,86.87562832602266,0.8775315992527541,0.0,6.104090690612793,1197.9117078781128
324,83,71.6101836936396,0.8627732975137301,0.0,5.4648377895355225,1203.3765456676483
325,9,6.911766777236479,0.7679740863596087,0.0,0.567347526550293,1203.9438931941986
326,54,46.912674778855035,0.8687532366454636,0.0,3.532362937927246,1207.4762561321259
327,99,87.31210002823661,0.8819404043256224,0.0,5.87391209602356,1213.3501682281494
328,46,40.15225438087227,0.8728750952363538,0.0,2.8444793224334717,1216.1946475505829
329,14,10.845708567263749,0.7746934690902678,0.0,0.9200820922851562,1217.114729642868
330,40,35.31527682334315,0.8828819205835787,0.0,2.5241003036499023,1219.638829946518
331,99,86.12001769690939,0.8698991686556503,0.0,6.242593050003052,1225.882422208786
332,18,14.969217136982444,0.8316231742768024,0.0,1.2528276443481445,1227.1352498531342
333,14,11.056098272444116,0.7897213051745797,0.0,0.8928489685058594,1228.02809882164
334,99,85.3404330988712,0.8620245767562748,0.0,6.274215459823608,1234.3179473876953
335,99,85.84126841133117,0.8670835193063755,0.0,5.969402074813843,1240.2873494625092
